"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
4267	"DTXSID4041995"	"Fuberidazole"	"3878-19-1"	"C11H8N2O"	184.198	19756
4268	"DTXSID4041997"	"Furazolidone"	"67-45-8"	"C8H7N3O5"	225.16	5323714
4269	"DTXSID4042090"	"Lauryldiethanolamine"	"1541-67-9"	"C16H35NO2"	273.461	352309
4270	"DTXSID4042094"	"Levomenol"	"23089-26-1"	"C15H26O"	222.372	442343
4271	"DTXSID4042096"	"L-Glucitol"	"6706-59-8"	"C6H14O6"	182.172	82170
4272	"DTXSID4042121"	"Mepanipyrim"	"110235-47-7"	"C14H13N3"	223.279	86296
4273	"DTXSID4042123"	"Mercury(II) acetate"	"1600-27-7"	"C4H6HgO4"	318.68	15337
4274	"DTXSID4042129"	"Phenylmercuric chloride"	"100-56-1"	"C6H5ClHg"	313.15	7511
4275	"DTXSID4042171"	"4-Dodecylmorpholine"	"1541-81-7"	"C16H33NO"	255.446	73764
4276	"DTXSID4042206"	"1-Dodecyl-2-pyrrolidinone"	"2687-96-9"	"C16H31NO"	253.43	62459
4277	"DTXSID4042208"	"N-methyl-alpha-phenylbenzeneacetamide"	"954-21-2"	"C15H15NO"	225.291	70381
4278	"DTXSID4042252"	"4-(Dimethylamino)phenylthiocyanate"	"7152-80-9"	"C9H10N2S"	178.25	23540
4279	"DTXSID4042254"	"N-(2-Hydroxyethyl)palmitamide"	"544-31-0"	"C18H37NO2"	299.499	4671
4280	"DTXSID4042256"	"Parinol"	"17781-31-6"	"C18H13Cl2NO"	330.21	28768
4281	"DTXSID4042335"	"Butyl (2S)-2-hydroxypropanoate"	"34451-19-9"	"C7H14O3"	146.186	6999977
4282	"DTXSID4042337"	"Propyl propionate"	"106-36-5"	"C6H12O2"	116.16	7803
4283	"DTXSID4042389"	"Sodium (2-naphthalenyloxy)acetate"	"10042-71-4"	"C12H9NaO3"	224.191	
4284	"DTXSID4042416"	"Sodium myristyl sulfate"	"1191-50-0"	"C14H29NaO4S"	316.43	23665770
4285	"DTXSID4042418"	"Sodium tridecyl sulfate"	"3026-63-9"	"C13H27NaO4S"	302.4	23668353
4286	"DTXSID4042462"	"Tetraiodoethene"	"513-92-8"	"C2I4"	531.64	10568
4287	"DTXSID4042468"	"3,3-Dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime"	"39196-18-4"	"C9H18N2O2S"	218.32	38235
4288	"DTXSID4042622"	"SB 206553 hydrochloride"	"1197334-04-5"	"C17H17ClN4O"	328.8	11957707
4289	"DTXSID4043777"	"Proflavin hemisulfate"	"1811-28-5"	"C26H24N6O4S"	516.58	9849425
4290	"DTXSID4043850"	"1-(2-Chloroethyl)pyrrolidine"	"5050-41-9"	"C6H12ClN"	133.62	81669
4291	"DTXSID4043937"	"Dimethyl sulfone"	"67-71-0"	"C2H6O2S"	94.13	6213
4292	"DTXSID4044161"	"Antimony trichloride"	"10025-91-9"	"Cl3Sb"	228.11	24814
4293	"DTXSID4044371"	"4-Morpholinepropanesulfonic acid"	"1132-61-2"	"C7H15NO4S"	209.26	70807
4294	"DTXSID4044373"	"Tromethamine hydrochloride"	"1185-53-1"	"C4H12ClNO3"	157.59	93573
4295	"DTXSID4044375"	"Glycerol 1-allylether"	"123-34-2"	"C6H12O3"	132.159	78950
4296	"DTXSID4044379"	"Gold trichloride"	"13453-07-1"	"AuCl3"	303.32	26030
4297	"DTXSID4044400"	"Tetrabutylammonium bromide"	"1643-19-2"	"C16H36BrN"	322.375	74236
4298	"DTXSID4044402"	"tert-Butyl 3-oxobutanoate"	"1694-31-1"	"C8H14O3"	158.197	15538
4299	"DTXSID4044404"	"2-Hydroxyethyl disulfide"	"1892-29-1"	"C4H10O2S2"	154.24	15906
4300	"DTXSID4044408"	"2-Morpholinoethylamine"	"2038-03-1"	"C6H14N2O"	130.191	408285
4301	"DTXSID4044450"	"Tripropyl orthoformate"	"621-76-1"	"C10H22O3"	190.283	69311
4302	"DTXSID4044452"	"1,6-Dibromohexane"	"629-03-8"	"C6H12Br2"	243.97	12368
4303	"DTXSID4044454"	"Ethyl 4-chloro-3-oxobutanoate"	"638-07-3"	"C6H9ClO3"	164.59	69484
4304	"DTXSID4044456"	"Cytosine"	"71-30-7"	"C4H5N3O"	111.104	597
4305	"DTXSID4044458"	"Sodium 2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonate"	"75277-39-3"	"C8H17N2NaO4S"	260.28	2724248
4306	"DTXSID4044533"	"2,2'-Dichlorobiphenyl"	"13029-08-8"	"C12H8Cl2"	223.1	25622
4307	"DTXSID4044535"	"Sodium 2-anthraquinonesulfonate"	"131-08-8"	"C14H7NaO5S"	310.25	23661981
4308	"DTXSID4044537"	"Sodium triisopropyl naphthalene sulfonate"	"1323-19-9"			60196428
4309	"DTXSID4044539"	"Bis(2,4-dichlorophenyl)peroxyanhydride"	"133-14-2"	"C14H6Cl4O4"	380.0	
4310	"DTXSID4044581"	"2-tert-Butyl-4-ethylphenol"	"96-70-8"	"C12H18O"	178.275	7309
4311	"DTXSID4044583"	"Sodium 2-methylbutan-2-olate"	"14593-46-5"	"C5H11NaO"	110.132	
4312	"DTXSID4044585"	"Dantrolene sodium"	"14663-23-1"	"C14H9N4NaO5"	336.239	32731
4313	"DTXSID4044587"	"3-[Ethyl(phenyl)amino]propanenitrile"	"148-87-8"	"C11H14N2"	174.247	8995
4314	"DTXSID4044589"	"5-Methoxy-5-oxopentanoic acid"	"1501-27-5"	"C6H10O4"	146.142	73917
4315	"DTXSID4044614"	"L-Canavanine sulfate"	"2219-31-0"	"C5H14N4O7S"	274.25	
4316	"DTXSID4044616"	"Tetrabutylphosphonium chloride"	"2304-30-5"	"C16H36ClP"	294.89	75311
4317	"DTXSID4044618"	"1-Bromo-3-methoxybenzene"	"2398-37-0"	"C7H7BrO"	187.036	16971
4318	"DTXSID4044660"	"2,2'-Sulfanediyldiethanethiol"	"3570-55-6"	"C4H10S3"	154.3	77117
4319	"DTXSID4044662"	"Ethyl octyl sulfide"	"3698-94-0"	"C10H22S"	174.35	77288
4320	"DTXSID4044664"	"Todralazine hydrochloride"	"3778-76-5"	"C11H13ClN4O2"	268.7	19604
4321	"DTXSID4044668"	"1,1,2-Trimethyl-1H-benzo[e]indole"	"41532-84-7"	"C15H15N"	209.292	170530
4322	"DTXSID4044743"	"6-Aminonaphthalene-2-sulfonic acid"	"93-00-5"	"C10H9NO3S"	223.25	7116
4323	"DTXSID4044745"	"2,2,4,4-Tetramethylcyclobutane-1,3-dione"	"933-52-8"	"C8H12O2"	140.182	13617
4324	"DTXSID4044747"	"N-Butylphosphorothioic triamide"	"94317-64-3"	"C4H14N3PS"	167.21	93502
4325	"DTXSID4044791"	"Benzyl propanoate"	"122-63-4"	"C10H12O2"	164.204	31219
4326	"DTXSID4044793"	"Sodium 3-chloro-2-hydroxypropylsulfonate"	"126-83-0"	"C3H6ClNaO4S"	196.58	23662382
4327	"DTXSID4044799"	"2-tert-Butylcyclohexanol"	"13491-79-7"	"C10H20O"	156.269	26068
4328	"DTXSID4044820"	"4-[2-(Acryloyloxy)ethoxy]-4-oxobutanoic acid"	"50940-49-3"	"C9H12O6"	216.189	175956
4329	"DTXSID4044822"	"3-Methyl-5-phenylpentan-1-ol"	"55066-48-3"	"C12H18O"	178.275	108312
4330	"DTXSID4044824"	"4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol"	"562-74-3"	"C10H18O"	154.253	11230
4331	"DTXSID4044826"	"3,7-Dimethyloctanal"	"5988-91-0"	"C10H20O"	156.269	110747
4332	"DTXSID4044828"	"Ethyl undec-10-enoate"	"692-86-4"	"C13H24O2"	212.333	12729
4333	"DTXSID4044870"	"Butane-1,4-diyl bis(2-methylprop-2-enoate)"	"2082-81-7"	"C12H18O4"	226.272	16387
4334	"DTXSID4044872"	"Bis[4-(glycidyloxy)phenyl]methane"	"2095-03-6"	"C19H20O4"	312.365	91511
4335	"DTXSID4044874"	"2,2-Bis(tert-butylperoxy)butane"	"2167-23-9"	"C12H26O4"	234.336	221260
4336	"DTXSID4044876"	"Ethylene glycol diglycidyl ether"	"2224-15-9"	"C8H14O4"	174.196	16683
4337	"DTXSID4044878"	"Propyl benzoate"	"2315-68-6"	"C10H12O2"	164.204	16846
4338	"DTXSID4044901"	"Triallyl trimellitate"	"2694-54-4"	"C18H18O6"	330.336	75903
4339	"DTXSID4044903"	"Titanium(4+) bis[(2E)-4-oxohex-2-en-2-olate] dipropan-2-olate"	"27858-32-8"	"C18H32O8Ti"	424.313	60196424
4340	"DTXSID4044905"	"(2,2,6,6-Tetramethyl-4-oxopiperidin-1-yl)oxidanyl"	"2896-70-0"	"C9H16NO2"	170.232	520789
4341	"DTXSID4044909"	"Dimethoxy(methyl)phenylsilane"	"3027-21-2"	"C9H14O2Si"	182.294	18193
4342	"DTXSID4044951"	"2-Hydroxyethyl methacrylate phosphate"	"52628-03-2"			90551
4343	"DTXSID4044953"	"2-(Pyridin-4-yl)ethanol"	"5344-27-4"	"C7H9NO"	123.155	72921
4344	"DTXSID4044955"	"Sodium nicotinate"	"54-86-4"	"C6H4NNaO2"	145.093	23687810
4345	"DTXSID4045002"	"Verazide"	"93-47-0"	"C15H15N3O3"	285.303	9574235
4346	"DTXSID4045131"	"Cirazoline"	"59939-16-1"	"C13H16N2O"	216.284	2765
4347	"DTXSID4045133"	"(-)-Epicatechin"	"490-46-0"	"C15H14O6"	290.271	72276
4348	"DTXSID4045139"	"Fenclonine"	"7424-00-2"	"C9H10ClNO2"	199.63	4652
4349	"DTXSID4045181"	"Oxatomide"	"60607-34-3"	"C27H30N4O"	426.564	4615
4350	"DTXSID4045183"	"5-methyl-1-phenyl-2(1H)-Pyridone"	"53179-13-8"	"C12H11NO"	185.226	40632
4351	"DTXSID4045187"	"Propionylpromazine hydrochloride"	"7681-67-6"	"C20H25ClN2OS"	376.94	24351
4352	"DTXSID4045189"	"3,7-Dihydro-3-methyl-1-(5-oxohexyl)-7-propyl-1H-Purine-2,6-dione"	"55242-55-2"	"C15H22N4O3"	306.366	4938
4353	"DTXSID4045210"	"Tiapride hydrochloride"	"51012-33-0"	"C15H25ClN2O4S"	364.89	5702214
4354	"DTXSID4045216"	"Tyrphostin 25"	"118409-58-8"	"C10H6N2O3"	202.169	2061
4355	"DTXSID4045262"	"Pyrithyldione"	"77-04-3"	"C9H13NO2"	167.208	4994
4356	"DTXSID4045341"	"Meprylcaine hydrochloride"	"956-03-6"	"C14H22ClNO2"	271.79	101925
4357	"DTXSID4045343"	"Nifuroxazide"	"965-52-6"	"C12H9N3O5"	275.22	13764
4358	"DTXSID4045345"	"Ethambutol dihydrochloride"	"1070-11-7"	"C10H26Cl2N2O2"	277.23	14051
4359	"DTXSID4045347"	"Ethopropazine hydrochloride"	"1094-08-2"	"C19H25ClN2S"	348.93	122824
4360	"DTXSID4045391"	"Orciprenaline sulfate"	"5874-97-5"	"C22H36N2O10S"	520.59	441333
4361	"DTXSID4045393"	"Benoxinate hydrochloride"	"5987-82-6"	"C17H29ClN2O3"	344.88	6420040
4362	"DTXSID4045399"	"Methotrimeprazine maleate"	"7104-38-3"	"C23H28N2O5S"	444.55	5282484
4363	"DTXSID4045420"	"Ornidazole"	"16773-42-5"	"C7H10ClN3O3"	219.63	28061
4364	"DTXSID4045422"	"Epirizole"	"18694-40-1"	"C11H14N4O2"	234.259	3242
4365	"DTXSID4045424"	"Piromidic acid"	"19562-30-2"	"C14H16N4O3"	288.307	4855
4366	"DTXSID4045428"	"Clindamycin hydrochloride"	"21462-39-5"	"C18H34Cl2N2O5S"	461.44	16051951
4367	"DTXSID4045472"	"Nabumetone"	"42924-53-8"	"C15H16O2"	228.291	4409
4368	"DTXSID4045474"	"Rimexolone"	"49697-38-3"	"C23H32O4"	372.505	16051942
4369	"DTXSID4045476"	"Butirosin disulfate"	"51022-98-1"	"C21H45N5O20S2"	751.73	60196265
4370	"DTXSID4045478"	"Carteolol hydrochloride"	"51781-21-6"	"C16H25ClN2O3"	328.84	40127
4371	"DTXSID4045551"	"Cloxacillin sodium"	"642-78-4"	"C19H17ClN3NaO5S"	457.86	23675320
4372	"DTXSID4045555"	"Diethylcarbamazine citrate"	"1642-54-2"	"C16H29N3O8"	391.421	15432
4373	"DTXSID4045557"	"Deptropine citrate"	"2169-75-7"	"C29H35NO8"	525.598	6604492
4374	"DTXSID4045559"	"Ethamsylate"	"2624-44-4"	"C10H17NO5S"	263.31	17506
4375	"DTXSID4045630"	"Methyl aminolevulinate hydrochloride"	"79416-27-6"	"C6H12ClNO3"	181.62	157921
4376	"DTXSID4045632"	"Oxyphenonium bromide"	"50-10-2"	"C21H34BrNO3"	428.411	5748
4377	"DTXSID4045636"	"Diacerein"	"13739-02-1"	"C19H12O8"	368.297	26248
4378	"DTXSID4045638"	"Suloctidil"	"54767-75-8"	"C20H35NOS"	337.57	5354
4379	"DTXSID4045680"	"Roquinimex"	"84088-42-6"	"C18H16N2O3"	308.337	54676478
4380	"DTXSID4045682"	"Pinacidil monohydrate"	"85371-64-8"	"C13H21N5O"	263.345	55329
4381	"DTXSID4045686"	"Zacopride hydrochloride"	"99617-34-2"	"C15H21Cl2N3O2"	346.25	9928181
4382	"DTXSID4045688"	"Ipsapirone"	"95847-70-4"	"C19H23N5O3S"	401.49	56971
4383	"DTXSID4045711"	"Fluanisone"	"1480-19-9"	"C21H25FN2O2"	356.441	15139
4384	"DTXSID4045763"	"L-3,4-Dihydroxyphenylalanine methyl ester hydrochloride"	"1421-65-4"	"C10H14ClNO4"	247.68	10131132
4385	"DTXSID4045765"	"Eflornithine hydrochloride monohydrate"	"96020-91-6"	"C6H15ClF2N2O3"	236.64	57004
4386	"DTXSID4045767"	"Etazolate hydrochloride"	"35838-58-5"	"C14H20ClN5O2"	325.8	37274
4387	"DTXSID4045769"	"Eticlopride hydrochloride"	"97612-24-3"	"C17H26Cl2N2O3"	377.31	6917728
4388	"DTXSID4045846"	"Tyrothricin"	"1404-88-2"			60196278
4389	"DTXSID4045848"	"Acriflavine hydrochloride"	"69235-50-3"			443101
4390	"DTXSID4045890"	"Edoxudine"	"15176-29-1"	"C11H16N2O5"	256.258	66377
4391	"DTXSID4045892"	"Diosmin"	"520-27-4"	"C28H32O15"	608.549	5281613
4392	"DTXSID4045896"	"Hydrocortisone 17-butyrate"	"13609-67-1"	"C25H36O6"	432.557	26133
4393	"DTXSID4045898"	"Sulfanitran"	"122-16-7"	"C14H13N3O5S"	335.33	5334
4394	"DTXSID4045921"	"Moxifloxacin hydrochloride"	"186826-86-8"	"C21H25ClFN3O4"	437.9	101526
4395	"DTXSID4045925"	"Ceftibuten"	"97519-39-6"	"C15H14N4O6S2"	410.42	5282242
4396	"DTXSID4045927"	"Sibutramine hydrochloride"	"84485-00-7"	"C17H27Cl2N"	316.31	64764
4397	"DTXSID4045929"	"Troxerutin"	"7085-55-4"	"C33H42O19"	742.68	5486699
4398	"DTXSID4045973"	"Cloxyquin"	"130-16-5"	"C9H6ClNO"	179.6	2817
4399	"DTXSID4045975"	"Deracoxib"	"169590-41-4"	"C17H14F3N3O3S"	397.37	3058754
4400	"DTXSID4045979"	"D-Arabinitol"	"488-82-4"	"C5H12O5"	152.146	94154
4401	"DTXSID4046020"	"Pyridoxal"	"66-72-8"	"C8H9NO3"	167.164	1050
4402	"DTXSID4046022"	"Chlordiazepoxide"	"58-25-3"	"C16H14ClN3O"	299.76	2712
4403	"DTXSID4046024"	"Clopidogrel hydrogen sulfate"	"135046-48-9"	"C16H18ClNO6S2"	419.89	115366
4404	"DTXSID4046076"	"Sildenafil citrate"	"171599-83-0"	"C28H38N6O11S"	666.7	62853
4405	"DTXSID4046078"	"Metipranolol"	"22664-55-7"	"C17H27NO4"	309.406	31477
4406	"DTXSID4046101"	"Geliomycin"	"20004-62-0"	"C22H16O6"	376.364	5282060
4407	"DTXSID4046103"	"Linotroban"	"120824-08-0"	"C14H15NO5S2"	341.4	65940
4408	"DTXSID4046107"	"Vanitiolide"	"17692-71-6"	"C12H15NO3S"	253.32	5399858
4409	"DTXSID4046109"	"Bumecaine"	"30103-44-7"	"C18H28N2O"	288.435	65770
4410	"DTXSID4046151"	"Lonazolac"	"53808-88-1"	"C17H13ClN2O2"	312.75	68706
4411	"DTXSID4046153"	"Clofenamide"	"671-95-4"	"C6H7ClN2O4S2"	270.7	69594
4412	"DTXSID4046155"	"Demoxepam"	"963-39-3"	"C15H11ClN2O2"	286.72	13756
4413	"DTXSID4046157"	"Fenclozic acid"	"17969-20-9"	"C11H8ClNO2S"	253.7	28858
4414	"DTXSID4046159"	"Morphazinamide"	"952-54-5"	"C10H14N4O2"	222.248	70374
4415	"DTXSID4046230"	"Tolamolol"	"38103-61-6"	"C19H24N2O4"	344.411	37910
4416	"DTXSID4046232"	"Quazodine"	"4015-32-1"	"C12H14N2O2"	218.256	19918
4417	"DTXSID4046234"	"Diphenan"	"101-71-3"	"C14H13NO2"	227.263	7572
4418	"DTXSID4046236"	"Acetomenaphthone"	"573-20-6"	"C15H14O4"	258.273	11310
4419	"DTXSID4046238"	"N,N-Dibenzylmethylamine"	"102-05-6"	"C15H17N"	211.308	21583
4420	"DTXSID4046280"	"Adafenoxate"	"82168-26-1"	"C20H26ClNO3"	363.88	64517
4421	"DTXSID4046282"	"Ambrisentan"	"177036-94-1"	"C22H22N2O4"	378.428	6918493
4422	"DTXSID4046284"	"Nitroxoline"	"4008-48-4"	"C9H6N2O3"	190.158	19910
4423	"DTXSID4046286"	"Sulfaethidole"	"94-19-9"	"C10H12N4O2S2"	284.35	7181
4424	"DTXSID4046288"	"Pexantel"	"10001-13-5"	"C12H22N2O"	210.321	667497
4425	"DTXSID4046313"	"Naltrexone"	"16590-41-3"	"C20H23NO4"	341.407	5360515
4426	"DTXSID4046315"	"Quinelorane"	"97466-90-5"	"C14H22N4"	246.358	57242
4427	"DTXSID4046319"	"Aconitine"	"302-27-2"	"C34H47NO11"	645.746	245005
4428	"DTXSID4046361"	"Rosaramicin"	"35834-26-5"	"C31H51NO9"	581.747	12922658
4429	"DTXSID4046363"	"Chromomycin A3"	"7059-24-7"	"C56H80O27"	1185.229	20054868
4430	"DTXSID4046440"	"Fudosteine"	"13189-98-5"	"C6H13NO3S"	179.23	134669
4431	"DTXSID4046442"	"Pargeverine hydrochloride"	"2765-97-1"	"C21H24ClNO3"	373.88	53398649
4432	"DTXSID4046444"	"Abacavir"	"136470-78-5"	"C14H18N6O"	286.339	5742631
4433	"DTXSID4046446"	"Entecavir"	"142217-69-4"	"C12H15N5O3"	277.284	153941
4434	"DTXSID4046448"	"Pitavastatin calcium"	"147526-32-7"	"C50H46CaF2N2O8"	880.999	60196288
4435	"DTXSID4046490"	"Alibendol"	"26750-81-2"	"C13H17NO4"	251.282	71916
4436	"DTXSID4046492"	"Sunitinib malate"	"341031-54-7"	"C26H33FN4O7"	532.569	60196290
4437	"DTXSID4046494"	"Triptorelin pamoate"	"124508-66-3"	"C87H98N18O19"	1699.848	60196291
4438	"DTXSID4046498"	"Adrafinil"	"63547-13-7"	"C15H15NO3S"	289.35	3033226
4439	"DTXSID4046521"	"Actinoquinol"	"15301-40-3"	"C11H11NO4S"	253.27	23674
4440	"DTXSID4046523"	"D-(-)-Mandelic acid"	"611-71-2"	"C8H8O3"	152.149	11914
4441	"DTXSID4046525"	"Flamenol"	"2174-64-3"	"C7H8O3"	140.138	71648
4442	"DTXSID4046527"	"Ethyl L-cysteinate hydrochloride"	"868-59-7"	"C5H12ClNO2S"	185.67	2723617
4443	"DTXSID4046529"	"Decominol hydrochloride"	"60812-23-9"	"C13H30ClNO2"	267.84	14552708
4444	"DTXSID4046571"	"4-Ethylbenzenesulfonic acid"	"98-69-1"	"C8H10O3S"	186.23	7402
4445	"DTXSID4046573"	"2,6-Diiodo-4-nitrophenol"	"305-85-1"	"C6H3I2NO3"	390.903	9370
4446	"DTXSID4046575"	"beta-Chloralose"	"16376-36-6"	"C8H11Cl3O6"	309.52	5284343
4447	"DTXSID4046577"	"Acid green 50"	"3087-16-9"	"C27H25N2NaO7S2"	576.61	91525
4448	"DTXSID4046579"	"Alovudine"	"25526-93-6"	"C10H13FN2O4"	244.222	33039
4449	"DTXSID4046600"	"Marbofloxacin"	"115550-35-1"	"C17H19FN4O4"	362.361	60651
4450	"DTXSID4046602"	"Trifluridine"	"70-00-8"	"C10H11F3N2O5"	296.202	6256
4451	"DTXSID4046604"	"Imidocarb dipropionate"	"55750-06-6"	"C25H32N6O5"	496.568	9983292
4452	"DTXSID4046606"	"Benzyldimethyltetradecylammonium chloride dihydrate"	"147228-81-7"	"C23H46ClNO2"	404.08	177843
4453	"DTXSID4046608"	"Oxeladin citrate"	"52432-72-1"	"C26H41NO10"	527.611	9936727
4454	"DTXSID4046652"	"Capreomycin IB"	"33490-33-4"	"C25H44N14O7"	652.718	20055082
4455	"DTXSID4046654"	"Fidarestat"	"136087-85-9"	"C12H10FN3O4"	279.227	160024
4456	"DTXSID4046656"	"Bicisate dihydrochloride"	"14344-58-2"	"C12H26Cl2N2O4S2"	397.37	60196295
4457	"DTXSID4046658"	"Aclarubicin hydrochloride"	"75443-99-1"	"C42H54ClNO15"	848.34	153751
4458	"DTXSID4046733"	"Nicametate citrate"	"1641-74-3"	"C18H26N2O9"	414.411	92897
4459	"DTXSID4046735"	"Piroctone olamine"	"68890-66-4"	"C17H32N2O3"	312.454	60196297
4460	"DTXSID4046737"	"Tianeptine sodium"	"30123-17-2"	"C21H24ClN2NaO4S"	458.93	23663953
4461	"DTXSID4046739"	"Lazabemide hydrochloride"	"103878-83-7"	"C8H11Cl2N3O"	236.1	163727
4462	"DTXSID4046783"	"Solifenacin hydrochloride"	"180468-39-7"	"C23H27ClN2O2"	398.93	154058
4463	"DTXSID4046785"	"Milnacipran hydrochloride"	"101152-94-7"	"C15H23ClN2O"	282.81	163701
4464	"DTXSID4046787"	"Diclazuril"	"101831-37-2"	"C17H9Cl3N4O2"	407.64	456389
4465	"DTXSID4046810"	"Nolatrexed dihydrochloride"	"152946-68-4"	"C14H14Cl2N4OS"	357.25	108188
4466	"DTXSID4046812"	"Transfluthrin"	"118712-89-3"	"C15H12Cl2F4O2"	371.15	656612
4467	"DTXSID4046814"	"Disodium 5-methyltetrahydrofolate"	"68792-52-9"	"C20H23N7Na2O6"	503.427	40114
4468	"DTXSID4046816"	"DL-Dimyristoylphosphatidylcholine"	"18656-38-7"	"C36H72NO8P"	677.945	26197
4469	"DTXSID4046818"	"Fenipentol"	"583-03-9"	"C11H16O"	164.248	3338
4470	"DTXSID4046862"	"Epothilone B"	"152044-54-7"	"C27H41NO6S"	507.69	60196304
4471	"DTXSID4046864"	"Desmopressin acetate"	"62288-83-9"	"C48H68N14O14S2"	1129.28	16051969
4472	"DTXSID4046866"	"Pentamycin"	"6834-98-6"	"C35H58O12"	670.837	60196306
4473	"DTXSID4046868"	"Sulfathiourea"	"515-49-1"	"C7H9N3O2S2"	231.29	3000579
4474	"DTXSID4046949"	"Promazine hydrochloride"	"53-60-1"	"C17H21ClN2S"	320.88	5887
4475	"DTXSID4046991"	"Cefotaxime sodium"	"64485-93-4"	"C16H16N5NaO7S2"	477.44	23672566
4476	"DTXSID4046999"	"2,6-Dimethoxybenzoic acid"	"1466-76-8"	"C9H10O4"	182.175	15109
4477	"DTXSID4047040"	"Zinc neodecanoate"	"27253-29-8"			60196430
4478	"DTXSID4047042"	"alpha-Irone"	"79-69-6"	"C14H22O"	206.329	5371002
4479	"DTXSID4047044"	"Ethyl dodecanoate"	"106-33-2"	"C14H28O2"	228.376	7800
4480	"DTXSID4047046"	"Butyl 2-methylbutyrate"	"15706-73-7"	"C9H18O2"	158.241	61812
4481	"DTXSID4047090"	"5-Methylquinoxaline"	"13708-12-8"	"C9H8N2"	144.177	61670
4482	"DTXSID4047092"	"Jasmone"	"488-10-8"	"C11H16O"	164.248	1549018
4483	"DTXSID4047094"	"Ethyl benzoylacetate"	"94-02-0"	"C11H12O3"	192.214	7170
4484	"DTXSID4047096"	"Piperazine dihydrochloride"	"142-64-3"	"C4H12Cl2N2"	159.05	8893
4485	"DTXSID4047098"	"3-Phenylbutyraldehyde"	"16251-77-7"	"C10H12O"	148.205	85979
4486	"DTXSID4047121"	"2-Benzofurancarboxaldehyde"	"4265-16-1"	"C9H6O2"	146.145	61341
4487	"DTXSID4047123"	"Nonyl acetate"	"143-13-5"	"C11H22O2"	186.295	8918
4488	"DTXSID4047125"	"9-Decenyl acetate"	"50816-18-7"	"C12H22O2"	198.306	39801
4489	"DTXSID4047127"	"4-(tert-Pentyl)-cyclohexanone"	"16587-71-6"	"C11H20O"	168.28	27941
4490	"DTXSID4047129"	"Methyl geranate"	"NOCAS_47129"	"C11H18O2"	182.263	70917
4565	"DTXSID4048640"	"Paricalcitol"	"131918-61-1"	"C27H44O3"	416.646	5281104
4491	"DTXSID4047173"	"Sodium pantothenate"	"867-81-2"	"C9H16NNaO5"	241.219	23679004
4492	"DTXSID4047177"	"4-Phenyltoluene"	"644-08-6"	"C13H12"	168.239	12566
4493	"DTXSID4047179"	"Isocetyl stearate"	"25339-09-7"			91410
4494	"DTXSID4047200"	"Dihydro-beta-ionone"	"17283-81-7"	"C13H22O"	194.318	519382
4495	"DTXSID4047202"	"alpha-Farnesene"	"502-61-4"	"C15H24"	204.357	5281516
4496	"DTXSID4047204"	"Cedryl acetate"	"77-54-3"	"C17H28O2"	264.409	
4497	"DTXSID4047206"	"trans-2-Methoxycinnamaldehyde"	"60125-24-8"	"C10H10O2"	162.188	641298
4498	"DTXSID4047252"	"Ingliforib"	"186392-65-4"	"C23H24ClN3O5"	457.91	6451325
4499	"DTXSID4047254"	"CP-457920"	"220860-50-4"	"C18H17N3O3"	323.352	9831581
4500	"DTXSID4047258"	"Enadoline"	"124378-77-4"	"C24H32N2O3"	396.531	60768
4501	"DTXSID4047331"	"MK-547"	"331623-06-4"	"C31H31NNa2O7"	575.569	60196401
4502	"DTXSID4047333"	"PharmaGSID_47333"	"NOCAS_47333"	"C22H30N4O2"	382.508	9951932
4503	"DTXSID4047335"	"MK-812"	"851916-42-2"	"C28H40F3N3O7"	587.637	60196412
4504	"DTXSID4047337"	"PharmaGSID_47337"	"1061517-62-1"	"C34H31N4NaO4"	582.636	44578765
4505	"DTXSID4047339"	"SR144190"	"181640-09-5"	"C33H39ClF2N4O3"	613.15	60196402
4506	"DTXSID4047381"	"AVE8923"	"NOCAS_47381"	"C21H27BrClFN2O2S"	505.87	11477651
4507	"DTXSID4047383"	"AVE3247"	"1437319-46-4"	"C25H23ClN5NaO4S"	547.99	60196409
4508	"DTXSID4047385"	"SAR377142"	"NOCAS_47385"	"C28H37ClN6O6"	589.09	60196410
4509	"DTXSID4047387"	"SAR102779"	"NOCAS_47387"	"C35H38Cl2FN3O7"	702.6	60196411
4510	"DTXSID4047389"	"SAR 150640"	"433212-21-6"	"C25H35ClN2O7S"	543.07	16654936
4511	"DTXSID4047410"	"Linalyl cinnamate"	"78-37-5"	"C19H24O2"	284.399	6533
4512	"DTXSID4047412"	"1-(4-Methoxyphenyl)-1-pentene-3-one"	"104-27-8"	"C12H14O2"	190.242	61008
4513	"DTXSID4047414"	"Hexa-2,4-dienyl isobutyrate"	"16491-24-0"	"C10H16O2"	168.236	86015
4514	"DTXSID4047416"	"2-methyl-6-methylideneoct-7-en-2-yl acetate"	"1118-39-4"	"C12H20O2"	196.29	14235
4515	"DTXSID4047418"	"Acetaldehyde ethyl cis-3-hexenyl acetal"	"28069-74-1"	"C10H20O2"	172.268	5366352
4516	"DTXSID4047462"	"3-Carene"	"13466-78-9"	"C10H16"	136.238	26049
